"row_id","derivation_id","target_path","target_locator","target_field","target_value","purpose","artifact_or_object_refs","file_origin_class","support_ref_type","support_ref_id","support_locator_or_decision","parent_derivation_id","claim_ref","claim_provenance_class","support_level","transformation_type","transformation_or_tension","d_refs","rl_refs","r_refs","f_refs","a_refs","m_level_refs","effect_on_M6","limits","source_verification_status","decision_approval_status","approval_refs","materialization_status","materialization_refs","reviewed_at_utc"
"ROW-DL-ART-006-01","DL-ART-006","artifacts/06_CI-FAT-INFRA6-1.0.0.md","@document","artifact_id","""CI-FAT-INFRA6-1.0.0""","Materializar uno de los siete artefactos canónicos.","CI-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","evidence_unit","EV-THESIS-FACTOR","SOURCES.json#EV-THESIS-FACTOR","","","explicit_source","direct","metadata_transcription","El identificador 1.0.0 procede de la tesis; la materialización verificable es nueva.","D7","RL4|RL6|RL7","R5","F2|F6","A3|A4","M4","Formaliza obligaciones de integración.","No se presenta como archivo histórico recuperado.","verified","approved","T03-AV-002","materialized_t03","artifacts/06_CI-FAT-INFRA6-1.0.0.md","2026-09-04T01:23:08Z"
"ROW-DL-ART-006-02","DL-ART-006","artifacts/06_CI-FAT-INFRA6-1.0.0.md","@document","artifact_id","""CI-FAT-INFRA6-1.0.0""","Materializar uno de los siete artefactos canónicos.","CI-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-AV-002","PROVENANCE.json#decisions/T03-AV-002","","","explicit_source","direct","metadata_transcription","El identificador 1.0.0 procede de la tesis; la materialización verificable es nueva.","D7","RL4|RL6|RL7","R5","F2|F6","A3|A4","M4","Formaliza obligaciones de integración.","No se presenta como archivo histórico recuperado.","not_applicable","approved","T03-AV-002","materialized_t03","artifacts/06_CI-FAT-INFRA6-1.0.0.md","2026-09-04T01:23:08Z"
"ROW-DL-ART-007-01","DL-ART-007","artifacts/07_ME-FAT-INFRA6-1.0.0.md","@document","artifact_id","""ME-FAT-INFRA6-1.0.0""","Materializar uno de los siete artefactos canónicos.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","evidence_unit","EV-THESIS-FACTOR","SOURCES.json#EV-THESIS-FACTOR","","","explicit_source","direct","metadata_transcription","El identificador 1.0.0 procede de la tesis; la materialización verificable es nueva.","D8","RL7|RL8","R6|R7","F2|F6","A3|A4","M5","Vincula escenarios, oráculos, evidencia y juicio.","No se presenta como archivo histórico recuperado.","verified","approved","T03-AV-002","materialized_t03","artifacts/07_ME-FAT-INFRA6-1.0.0.md","2026-09-04T01:23:08Z"
"ROW-DL-ART-007-02","DL-ART-007","artifacts/07_ME-FAT-INFRA6-1.0.0.md","@document","artifact_id","""ME-FAT-INFRA6-1.0.0""","Materializar uno de los siete artefactos canónicos.","ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-AV-002","PROVENANCE.json#decisions/T03-AV-002","","","explicit_source","direct","metadata_transcription","El identificador 1.0.0 procede de la tesis; la materialización verificable es nueva.","D8","RL7|RL8","R6|R7","F2|F6","A3|A4","M5","Vincula escenarios, oráculos, evidencia y juicio.","No se presenta como archivo histórico recuperado.","not_applicable","approved","T03-AV-002","materialized_t03","artifacts/07_ME-FAT-INFRA6-1.0.0.md","2026-09-04T01:23:08Z"
"ROW-DL-ART-MIN-001-01","DL-ART-MIN-001","artifacts/01_PF-FAT-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""identity"",""operational_definition"",""construct_boundary"",""state"",""neutrality"",""confidence"",""temporality"",""freshness"",""failures"",""governance"",""limits"",""traceability""],""source_derivations"":[""DL-FST-001"",""DL-FST-002"",""DL-FST-003"",""DL-FST-004"",""DL-FST-005"",""DL-FST-006"",""DL-FST-007"",""DL-FST-CONFIDENCE-DOMAIN-001"",""DL-FST-CONFIDENCE-TYPE-001"",""DL-FST-008"",""DL-FST-009"",""DL-FST-010"",""DL-FST-011"",""DL-FST-012"",""DL-FST-013"",""DL-FST-014"",""DL-FST-015"",""DL-FST-016"",""DL-LIM-003""],""status_gate"":""specification_review""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","01_PF-FAT-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-001","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M1|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/01_PF-FAT-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-002-01","DL-ART-MIN-002","artifacts/02_PA-INFRA6-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""identity_and_provenance"",""six_variables"",""doctoral_order"",""published_semantics"",""doctoral_domain"",""baseline"",""ga_ef_boundary"",""published_rules"",""adapters"",""interfaces"",""restrictions""],""source_derivations"":[""DL-HST-001"",""DL-HST-002"",""DL-HST-003"",""DL-HST-004"",""DL-HST-PUB-005"",""DL-HST-PUB-006"",""DL-HST-PUB-007"",""DL-HST-PUB-008"",""DL-HST-PUB-009"",""DL-HST-PUB-010"",""DL-HST-PUB-GAEF-2018A-PRODUCER"",""DL-HST-PUB-GAEF-2018A-BOUNDARY"",""DL-HST-PUB-GAEF-2018B-PRODUCER"",""DL-HST-PUB-GAEF-2018B-BOUNDARY"",""DL-HST-011"",""DL-HST-012"",""DL-HST-013"",""DL-HST-014"",""DL-HST-015"",""DL-HST-016"",""DL-HST-BND-SOURCE-MAP-2018A"",""DL-HST-BND-SOURCE-MAP-2018B"",""DL-HST-BND-SOURCE-MAP-POLICY-001"",""DL-LX-SOURCE-MAP-2018A"",""DL-LX-SOURCE-MAP-2018B"",""DL-LX-SOURCE-MAP-POLICY-001"",""DL-RUL-SELECT-001""],""status_gate"":""specification_review""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","02_PA-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-002","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M2|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/02_PA-INFRA6-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-003-01","DL-ART-MIN-003","artifacts/03_MFV-FAT-COP-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""factor"",""appraisal"",""perspective"",""authorized_variable"",""protected_variables"",""mask"",""preconditions"",""postconditions"",""prohibitions""],""source_derivations"":[""DL-FST-002"",""DL-MAP-001"",""DL-MAP-002"",""DL-MAP-003""],""status_gate"":""specification_review""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","03_MFV-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-003","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/03_MFV-FAT-COP-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-004-01","DL-ART-MIN-004","artifacts/04_MI-FAT-COP-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""formula"",""bindings"",""parameter"",""projection"",""domain"",""neutrality"",""monotonicity"",""temporality"",""abstention"",""coping_partition"",""transfer_limits""],""source_derivations"":[""DL-MOD-001"",""DL-MOD-002"",""DL-MOD-003"",""DL-MOD-004"",""DL-MOD-005"",""DL-BIND-001"",""DL-BIND-002"",""DL-BIND-003"",""DL-BIND-004"",""DL-FST-011"",""DL-FST-012"",""DL-FST-013"",""DL-FST-014"",""DL-CAT-001"",""DL-CAT-002"",""DL-CAT-003"",""DL-CAT-004""],""status_gate"":""specification_review""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","04_MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-004","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/04_MI-FAT-COP-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-005-01","DL-ART-MIN-005","artifacts/05_MOD-FAT-COP-1.0.0_IF-GA-EF-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""modules"",""api"",""flow"",""validation"",""diagnostics"",""modulation"",""classification_before_after"",""traces"",""rejection"",""commands"",""execution_status""],""source_derivations"":[""DL-BIND-RESOLVED-001"",""DL-BIND-RESOLVED-002"",""DL-BIND-RESOLVED-003"",""DL-BIND-RESOLVED-004"",""DL-RUL-SELECT-001"",""DL-DIAG-AGGREGATION-001"",""DL-REP-007"",""DL-TRACE-SCHEMA"",""DL-TRACE-RESULT-PROJECTION-001"",""DL-TRACE-TEMPLATE-001"",""DL-TRACE-BINDING-S00"",""DL-TRACE-BINDING-S01"",""DL-TRACE-BINDING-S02"",""DL-TRACE-BINDING-S03"",""DL-TRACE-BINDING-S04"",""DL-TRACE-BINDING-S05"",""DL-TRACE-BINDING-S06"",""DL-TRACE-BINDING-S07"",""DL-TRACE-BINDING-S08"",""DL-TRACE-BINDING-S09"",""DL-TRACE-BINDING-S10"",""DL-TRACE-BINDING-S11"",""DL-TRACE-BINDING-S12"",""DL-TRACE-BINDING-S13"",""DL-TRACE-BINDING-S14""],""status_gate"":""pending_reference_run""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","05_MOD-FAT-COP-1.0.0_IF-GA-EF-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-005","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/05_MOD-FAT-COP-1.0.0_IF-GA-EF-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-006-01","DL-ART-MIN-006","artifacts/06_CI-FAT-INFRA6-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""data_contract"",""semantic_contract"",""preconditions"",""postconditions"",""validation_order"",""failures"",""diagnostics"",""tolerance"",""versions"",""acceptance_criteria""],""source_derivations"":[""DL-HST-004"",""DL-HST-014"",""DL-HST-016"",""DL-FST-006"",""DL-FST-007"",""DL-FST-CONFIDENCE-DOMAIN-001"",""DL-FST-CONFIDENCE-TYPE-001"",""DL-FST-008"",""DL-FST-009"",""DL-FST-010"",""DL-FST-011"",""DL-FST-012"",""DL-FST-013"",""DL-FST-014"",""DL-FST-015"",""DL-FST-016"",""DL-DIAG-AGGREGATION-001"",""DL-MOD-005"",""DL-TRACE-SCHEMA"",""DL-TRACE-RESULT-PROJECTION-001""],""status_gate"":""specification_review""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","06_CI-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-006","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M4|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/06_CI-FAT-INFRA6-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-ART-MIN-007-01","DL-ART-MIN-007","artifacts/07_ME-FAT-INFRA6-1.0.0.md","@minimum-content","artifact.minimum_content","{""epistemic_status"":""new_materialization_not_recovered_historical_bytes"",""render"":""markdown"",""required_front_matter"":[""artifact_id"",""artifact_version"",""package_id"",""package_version"",""origin_class"",""status"",""source_derivations""],""required_sections"":[""purpose"",""scenarios_16"",""oracles_16"",""results_16"",""traces_15"",""rejection_1"",""tests_18"",""invariants"",""judgement_rules"",""evidence_limits"",""execution_status""],""source_derivations"":[""DL-EVAL-001"",""DL-EVAL-002"",""DL-EVAL-003"",""DL-EVAL-004"",""DL-LIM-001"",""DL-LIM-002"",""DL-LIM-003"",""DL-LIM-004"",""DL-TRACE-SCHEMA"",""DL-TRACE-RESULT-PROJECTION-001"",""DL-TRACE-TEMPLATE-001"",""DL-TRACE-BINDING-S00"",""DL-TRACE-BINDING-S01"",""DL-TRACE-BINDING-S02"",""DL-TRACE-BINDING-S03"",""DL-TRACE-BINDING-S04"",""DL-TRACE-BINDING-S05"",""DL-TRACE-BINDING-S06"",""DL-TRACE-BINDING-S07"",""DL-TRACE-BINDING-S08"",""DL-TRACE-BINDING-S09"",""DL-TRACE-BINDING-S10"",""DL-TRACE-BINDING-S11"",""DL-TRACE-BINDING-S12"",""DL-TRACE-BINDING-S13"",""DL-TRACE-BINDING-S14"",""DL-REC-TRACE-S00"",""DL-REC-TRACE-S01"",""DL-REC-TRACE-S02"",""DL-REC-TRACE-S03"",""DL-REC-TRACE-S04"",""DL-REC-TRACE-S05"",""DL-REC-TRACE-S06"",""DL-REC-TRACE-S07"",""DL-REC-TRACE-S08"",""DL-REC-TRACE-S09"",""DL-REC-TRACE-S10"",""DL-REC-TRACE-S11"",""DL-REC-TRACE-S12"",""DL-REC-TRACE-S13"",""DL-REC-TRACE-S14""],""status_gate"":""pending_reference_run""}","Fijar contenido mínimo suficiente para materializar el artefacto sin conocimiento tácito.","07_ME-FAT-INFRA6-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-ART-007","","generated_for_doctoral_instance","direct","engineering_decision","La receta no permite declarar el artefacto ejecutado ni verificado antes de la corrida correspondiente.","","","","F6","A3|A4","M5|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-MP-013","materialized_t03","artifacts/07_ME-FAT-INFRA6-1.0.0.md","2026-09-04T18:36:13Z"
"ROW-DL-BIND-001-01","DL-BIND-001","spec/bindings/formula_bindings.json","/binding_map/coping_potential","influence.input_bindings.coping_potential","""host.baseline.coping_potential""","Propagar explícitamente una entrada, parámetro o salida de la fórmula sin usar rutas implícitas.","BIND-F6-COPING-001|MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RS-005","PROVENANCE.json#decisions/T03-RS-005","DL-MOD-001","CLM-FORMULA-001","doctoral_inference","direct","engineering_decision","Decisión explícita, separada de la evidencia fuente y trazable.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-RS-005|T03-MP-013","materialized_t03","spec/bindings/formula_bindings.json","2026-09-04T18:36:13Z"
"ROW-DL-BIND-001-02","DL-BIND-001","spec/bindings/formula_bindings.json","/binding_map/coping_potential","influence.input_bindings.coping_potential","""host.baseline.coping_potential""","Propagar explícitamente una entrada, parámetro o salida de la fórmula sin usar rutas implícitas.","BIND-F6-COPING-001|MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-MOD-001","CLM-FORMULA-001","doctoral_inference","direct","engineering_decision","Decisión explícita, separada de la evidencia fuente y trazable.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-RS-005|T03-MP-013","materialized_t03","spec/bindings/formula_bindings.json","2026-09-04T18:36:13Z"
"ROW-DL-BIND-002-01","DL-BIND-002","spec/bindings/formula_bindings.json","/binding_map/lambda","influence.input_bindings.lambda","""influence.parameters.lambda""","Propagar explícitamente una entrada, parámetro o salida de la fórmula sin usar rutas implícitas.","BIND-F6-COPING-001|MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RS-005","PROVENANCE.json#decisions/T03-RS-005","DL-MOD-001","CLM-FORMULA-001","doctoral_inference","direct","engineering_decision","Decisión explícita, separada de la evidencia fuente y trazable.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-RS-005|T03-MP-013","materialized_t03","spec/bindings/formula_bindings.json","2026-09-04T18:36:13Z"
"ROW-DL-BIND-002-02","DL-BIND-002","spec/bindings/formula_bindings.json","/binding_map/lambda","influence.input_bindings.lambda","""influence.parameters.lambda""","Propagar explícitamente una entrada, parámetro o salida de la fórmula sin usar rutas implícitas.","BIND-F6-COPING-001|MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-MP-013","PROVENANCE.json#decisions/T03-MP-013","DL-MOD-001","CLM-FORMULA-001","doctoral_inference","direct","engineering_decision","Decisión explícita, separada de la evidencia fuente y trazable.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-RS-005|T03-MP-013","materialized_t03","spec/bindings/formula_bindings.json","2026-09-04T18:36:13Z"
"ROW-DL-BIND-003-01","DL-BIND-003","spec/bindings/formula_bindings.json","/binding_map/z","influence.input_bindings.z","""factor_state.level""","Propagar explícitamente una entrada, parámetro o salida de la fórmula sin usar rutas implícitas.","BIND-F6-COPING-001|MI-FAT-COP-1.0.0","generated_for_doctoral_instance","approved_decision","T03-RS-005","PROVENANCE.json#decisions/T03-RS-005","DL-MOD-001","CLM-FORMULA-001","doctoral_inference","direct","engineering_decision","Decisión explícita, separada de la evidencia fuente y trazable.","","","","F6","A3|A4","M3|M6","Hace materializable y auditable la instancia M6.","No constituye evidencia empírica ni acredita ejecución o validación externa.","not_applicable","approved","T03-RS-005|T03-MP-013","materialized_t03","spec/bindings/formula_bindings.json","2026-09-04T18:36:13Z"
